time,open,high,low,close
1738540800.0,0.86690000,0.86690000,0.85080000,0.85110000
1738541700.0,0.85040000,0.85040000,0.83000000,0.83780000
1738542600.0,0.83720000,0.83810000,0.81190000,0.81280000
1738543500.0,0.81420000,0.84370000,0.81420000,0.83450000
1738544400.0,0.83500000,0.84380000,0.82920000,0.83150000
1738545300.0,0.83190000,0.83200000,0.82080000,0.82220000
1738546200.0,0.82370000,0.83180000,0.81110000,0.81480000
1738547100.0,0.81380000,0.81560000,0.70440000,0.71190000
1738548000.0,0.71340000,0.73170000,0.61000000,0.70020000
1738548900.0,0.69930000,0.70690000,0.66330000,0.66460000
1738549800.0,0.66530000,0.70160000,0.65460000,0.69330000
1738550700.0,0.69370000,0.69990000,0.68060000,0.69230000
1738551600.0,0.69330000,0.74190000,0.69220000,0.73240000
1738552500.0,0.73110000,0.74510000,0.73000000,0.73220000
1738553400.0,0.73200000,0.73360000,0.72180000,0.72570000
1738554300.0,0.72510000,0.74080000,0.72510000,0.73260000
1738555200.0,0.73270000,0.74630000,0.73040000,0.73630000
1738556100.0,0.73560000,0.73740000,0.71910000,0.72060000
1738557000.0,0.72050000,0.72840000,0.71590000,0.71880000
1738557900.0,0.71850000,0.72550000,0.71390000,0.71490000
1738558800.0,0.71530000,0.73810000,0.71420000,0.73450000
1738559700.0,0.73290000,0.74780000,0.73290000,0.74140000
1738560600.0,0.74140000,0.75950000,0.73950000,0.75920000
1738561500.0,0.75870000,0.77370000,0.75000000,0.77330000
1738562400.0,0.77320000,0.78330000,0.76670000,0.78290000
1738563300.0,0.78290000,0.79090000,0.77740000,0.79060000
1738564200.0,0.78980000,0.79860000,0.78740000,0.78970000
1738565100.0,0.79000000,0.80210000,0.79000000,0.80080000
1738566000.0,0.80110000,0.81670000,0.79670000,0.81220000
1738566900.0,0.81190000,0.82700000,0.80970000,0.81840000
1738567800.0,0.81890000,0.84060000,0.81770000,0.82210000
1738568700.0,0.82130000,0.82800000,0.81210000,0.82570000
1738569600.0,0.82550000,0.82550000,0.81030000,0.81330000
1738570500.0,0.81380000,0.81450000,0.80250000,0.80360000
1738571400.0,0.80330000,0.80330000,0.78670000,0.78920000
1738572300.0,0.78900000,0.80150000,0.78900000,0.80020000
1738573200.0,0.80060000,0.81390000,0.79760000,0.81130000
1738574100.0,0.81090000,0.81090000,0.79280000,0.80090000
1738575000.0,0.80010000,0.81270000,0.79880000,0.80360000
1738575900.0,0.80440000,0.81030000,0.79900000,0.80610000
1738576800.0,0.80700000,0.81190000,0.80000000,0.80430000
1738577700.0,0.80420000,0.80710000,0.79740000,0.80470000
1738578600.0,0.80490000,0.81700000,0.80150000,0.81590000
1738579500.0,0.81610000,0.82080000,0.81580000,0.81890000
1738580400.0,0.81830000,0.82530000,0.81410000,0.82480000
1738581300.0,0.82410000,0.82410000,0.81000000,0.81230000
1738582200.0,0.81180000,0.81180000,0.79810000,0.79970000
1738583100.0,0.79990000,0.80490000,0.79650000,0.79730000
1738584000.0,0.79750000,0.80650000,0.79610000,0.80580000
1738584900.0,0.80530000,0.81190000,0.80500000,0.80640000
1738585800.0,0.80500000,0.80510000,0.79700000,0.79700000
1738586700.0,0.79730000,0.80030000,0.78150000,0.78430000
1738587600.0,0.78460000,0.79350000,0.78060000,0.78350000
1738588500.0,0.78320000,0.78700000,0.77160000,0.77160000
1738589400.0,0.77130000,0.78960000,0.77130000,0.78930000
1738590300.0,0.78840000,0.78840000,0.77910000,0.78340000
1738591200.0,0.78350000,0.78530000,0.76900000,0.77620000
1738592100.0,0.77530000,0.78050000,0.76150000,0.76700000
1738593000.0,0.76660000,0.80570000,0.76180000,0.79520000
1738593900.0,0.79550000,0.80730000,0.78690000,0.80690000
1738594800.0,0.80500000,0.81090000,0.80040000,0.80330000
1738595700.0,0.80380000,0.83590000,0.80160000,0.83220000
1738596600.0,0.83160000,0.83710000,0.82110000,0.83220000
1738597500.0,0.83210000,0.83850000,0.82120000,0.82960000
1738598400.0,0.82960000,0.83970000,0.82750000,0.83310000
1738599300.0,0.83330000,0.84860000,0.83210000,0.84330000
1738600200.0,0.84370000,0.84490000,0.83930000,0.84380000
1738601100.0,0.84390000,0.84510000,0.83510000,0.83680000
1738602000.0,0.83740000,0.83880000,0.82710000,0.83790000
1738602900.0,0.83700000,0.84710000,0.83500000,0.84290000
1738603800.0,0.84230000,0.84820000,0.83740000,0.83740000
1738604700.0,0.83820000,0.85350000,0.83770000,0.84970000
1738605600.0,0.84790000,0.84810000,0.83920000,0.84240000
1738606500.0,0.84310000,0.84610000,0.84100000,0.84480000
1738607400.0,0.84360000,0.85300000,0.84280000,0.85150000
1738608300.0,0.85040000,0.85390000,0.84830000,0.85330000
1738609200.0,0.85370000,0.85650000,0.84920000,0.85570000
1738610100.0,0.85470000,0.85870000,0.85290000,0.85480000
1738611000.0,0.85440000,0.86350000,0.85280000,0.86350000
1738611900.0,0.86340000,0.87240000,0.86260000,0.87240000
1738612800.0,0.87010000,0.87010000,0.85120000,0.85310000
1738613700.0,0.85380000,0.85540000,0.84600000,0.84770000
1738614600.0,0.84790000,0.85510000,0.84750000,0.84890000
1738615500.0,0.84880000,0.85380000,0.84560000,0.84740000
1738616400.0,0.84730000,0.86090000,0.84730000,0.85400000
1738617300.0,0.85370000,0.85430000,0.84840000,0.84900000
1738618200.0,0.84820000,0.85120000,0.84510000,0.85030000
1738619100.0,0.85070000,0.86580000,0.85070000,0.86460000
1738620000.0,0.86410000,0.87170000,0.86410000,0.86570000
1738620900.0,0.86610000,0.87570000,0.86210000,0.87380000
1738621800.0,0.87510000,0.87820000,0.86930000,0.87470000
1738622700.0,0.87520000,0.87520000,0.86660000,0.87020000
1738623600.0,0.86910000,0.88140000,0.86770000,0.87410000
1738624500.0,0.87350000,0.87390000,0.86830000,0.86860000
1738625400.0,0.86940000,0.87040000,0.86530000,0.86860000
1738626300.0,0.86830000,0.86920000,0.86710000,0.86910000
1738627200.0,0.86900000,0.87770000,0.86800000,0.87520000
1738628100.0,0.87410000,0.87760000,0.86780000,0.86790000
1738629000.0,0.86800000,0.87090000,0.86350000,0.87050000
1738629900.0,0.87050000,0.87050000,0.85920000,0.85960000
1738630800.0,0.86000000,0.86700000,0.86000000,0.86200000
1738631700.0,0.86270000,0.86560000,0.86110000,0.86350000
1738632600.0,0.86430000,0.87070000,0.86040000,0.86970000
1738633500.0,0.86940000,0.86980000,0.86380000,0.86590000
1738634400.0,0.86630000,0.86860000,0.85830000,0.85830000
1738635300.0,0.85810000,0.86130000,0.85390000,0.85750000
1738636200.0,0.85750000,0.86100000,0.85550000,0.85550000
1738637100.0,0.85540000,0.85740000,0.84880000,0.85050000
1738638000.0,0.85020000,0.85510000,0.84760000,0.85300000
1738638900.0,0.85220000,0.85220000,0.84530000,0.84580000
1738639800.0,0.84630000,0.84920000,0.84320000,0.84870000
1738640700.0,0.84750000,0.84940000,0.84610000,0.84940000
1738641600.0,0.84960000,0.85490000,0.84870000,0.85430000
1738642500.0,0.85410000,0.85530000,0.84820000,0.85090000
1738643400.0,0.85110000,0.85550000,0.84620000,0.85270000
1738644300.0,0.85140000,0.85180000,0.84200000,0.84390000
1738645200.0,0.84530000,0.84530000,0.81890000,0.82030000
1738646100.0,0.81970000,0.82500000,0.80940000,0.81430000
1738647000.0,0.81440000,0.81890000,0.80690000,0.81320000
1738647900.0,0.81220000,0.82320000,0.80760000,0.81360000
