time,open,high,low,close
1738540800.0,0.75660000,0.76030000,0.73830000,0.75040000
1738541700.0,0.74930000,0.75930000,0.73610000,0.75370000
1738542600.0,0.75310000,0.75690000,0.72830000,0.72940000
1738543500.0,0.72980000,0.78060000,0.72980000,0.76780000
1738544400.0,0.76790000,0.76960000,0.74140000,0.74630000
1738545300.0,0.74680000,0.74820000,0.71900000,0.72100000
1738546200.0,0.72160000,0.73800000,0.71670000,0.73450000
1738547100.0,0.73480000,0.73480000,0.65730000,0.69350000
1738548000.0,0.69720000,0.70780000,0.62210000,0.70510000
1738548900.0,0.70510000,0.70590000,0.67330000,0.67340000
1738549800.0,0.67520000,0.70150000,0.67240000,0.69910000
1738550700.0,0.69920000,0.70340000,0.67700000,0.69350000
1738551600.0,0.69390000,0.72970000,0.68610000,0.72660000
1738552500.0,0.72640000,0.74620000,0.71700000,0.71880000
1738553400.0,0.71930000,0.72800000,0.71180000,0.72420000
1738554300.0,0.72390000,0.74420000,0.72390000,0.72950000
1738555200.0,0.72830000,0.73760000,0.71810000,0.71960000
1738556100.0,0.71930000,0.72780000,0.71210000,0.71410000
1738557000.0,0.71410000,0.72180000,0.71050000,0.71110000
1738557900.0,0.71140000,0.71220000,0.69500000,0.69770000
1738558800.0,0.69790000,0.72890000,0.69680000,0.72110000
1738559700.0,0.72070000,0.73450000,0.71780000,0.72610000
1738560600.0,0.72430000,0.74260000,0.72270000,0.73520000
1738561500.0,0.73470000,0.75910000,0.73370000,0.75020000
1738562400.0,0.75000000,0.77440000,0.74540000,0.76870000
1738563300.0,0.76870000,0.78970000,0.76300000,0.77510000
1738564200.0,0.77670000,0.79430000,0.77300000,0.78090000
1738565100.0,0.78100000,0.78620000,0.77420000,0.77600000
1738566000.0,0.77620000,0.78930000,0.76920000,0.78420000
1738566900.0,0.78550000,0.79990000,0.78170000,0.79720000
1738567800.0,0.79720000,0.80060000,0.78900000,0.79630000
1738568700.0,0.79620000,0.80660000,0.78970000,0.80220000
1738569600.0,0.80210000,0.82950000,0.79980000,0.81290000
1738570500.0,0.81350000,0.81940000,0.79230000,0.79640000
1738571400.0,0.79510000,0.80070000,0.78340000,0.78460000
1738572300.0,0.78480000,0.78990000,0.76900000,0.77080000
1738573200.0,0.77080000,0.79820000,0.76980000,0.79410000
1738574100.0,0.79330000,0.80350000,0.78280000,0.78880000
1738575000.0,0.78810000,0.79440000,0.78070000,0.78840000
1738575900.0,0.78800000,0.79340000,0.78190000,0.78870000
1738576800.0,0.78890000,0.80190000,0.78730000,0.79550000
1738577700.0,0.79680000,0.80310000,0.78910000,0.79540000
1738578600.0,0.79550000,0.80620000,0.79350000,0.80310000
1738579500.0,0.80180000,0.80880000,0.79530000,0.80280000
1738580400.0,0.80330000,0.82180000,0.80190000,0.80800000
