time,open,high,low,close
1738540800.0,0.00010072,0.00010081,0.00009820,0.00009821
1738541700.0,0.00009820,0.00009830,0.00009588,0.00009671
1738542600.0,0.00009671,0.00009710,0.00009296,0.00009355
1738543500.0,0.00009356,0.00009668,0.00009347,0.00009560
1738544400.0,0.00009560,0.00009655,0.00009452,0.00009488
1738545300.0,0.00009487,0.00009526,0.00009330,0.00009366
1738546200.0,0.00009367,0.00009454,0.00009275,0.00009355
1738547100.0,0.00009353,0.00009356,0.00007830,0.00008416
1738548000.0,0.00008430,0.00008514,0.00007132,0.00008302
1738548900.0,0.00008302,0.00008398,0.00008102,0.00008111
1738549800.0,0.00008110,0.00008274,0.00008026,0.00008146
1738550700.0,0.00008147,0.00008175,0.00007912,0.00008059
1738551600.0,0.00008058,0.00008289,0.00008039,0.00008170
1738552500.0,0.00008171,0.00008200,0.00008051,0.00008081
1738553400.0,0.00008081,0.00008094,0.00008014,0.00008074
1738554300.0,0.00008073,0.00008275,0.00008061,0.00008165
1738555200.0,0.00008166,0.00008262,0.00008039,0.00008059
1738556100.0,0.00008061,0.00008086,0.00007957,0.00007960
1738557000.0,0.00007960,0.00008006,0.00007848,0.00007899
1738557900.0,0.00007900,0.00007943,0.00007805,0.00007816
1738558800.0,0.00007817,0.00007999,0.00007805,0.00007948
1738559700.0,0.00007947,0.00008305,0.00007939,0.00008244
1738560600.0,0.00008245,0.00008388,0.00008224,0.00008369
1738561500.0,0.00008368,0.00008514,0.00008346,0.00008495
1738562400.0,0.00008495,0.00008623,0.00008388,0.00008566
1738563300.0,0.00008567,0.00008641,0.00008509,0.00008583
1738564200.0,0.00008582,0.00008641,0.00008500,0.00008512
1738565100.0,0.00008512,0.00008668,0.00008506,0.00008663
1738566000.0,0.00008662,0.00008765,0.00008633,0.00008665
1738566900.0,0.00008666,0.00008805,0.00008620,0.00008779
1738567800.0,0.00008780,0.00008951,0.00008719,0.00008889
1738568700.0,0.00008889,0.00008933,0.00008836,0.00008884
1738569600.0,0.00008884,0.00008919,0.00008724,0.00008904
1738570500.0,0.00008905,0.00008958,0.00008772,0.00008810
1738571400.0,0.00008809,0.00008828,0.00008680,0.00008733
1738572300.0,0.00008733,0.00008892,0.00008720,0.00008857
1738573200.0,0.00008856,0.00009080,0.00008826,0.00009047
1738574100.0,0.00009047,0.00009049,0.00008854,0.00008980
1738575000.0,0.00008981,0.00009010,0.00008894,0.00008949
1738575900.0,0.00008948,0.00008999,0.00008890,0.00008917
1738576800.0,0.00008918,0.00009026,0.00008917,0.00008991
1738577700.0,0.00008992,0.00009022,0.00008885,0.00009000
1738578600.0,0.00009001,0.00009243,0.00008994,0.00009142
1738579500.0,0.00009143,0.00009251,0.00009119,0.00009249
1738580400.0,0.00009248,0.00009248,0.00009135,0.00009154
1738581300.0,0.00009154,0.00009154,0.00009041,0.00009095
1738582200.0,0.00009094,0.00009108,0.00009043,0.00009080
1738583100.0,0.00009081,0.00009113,0.00008991,0.00009027
1738584000.0,0.00009027,0.00009108,0.00009012,0.00009051
1738584900.0,0.00009050,0.00009163,0.00009037,0.00009076
1738585800.0,0.00009076,0.00009127,0.00009031,0.00009031
1738586700.0,0.00009032,0.00009035,0.00008831,0.00008852
1738587600.0,0.00008853,0.00008937,0.00008799,0.00008804
1738588500.0,0.00008804,0.00008879,0.00008751,0.00008751
1738589400.0,0.00008751,0.00008969,0.00008749,0.00008937
1738590300.0,0.00008938,0.00009038,0.00008837,0.00008895
1738591200.0,0.00008896,0.00008907,0.00008666,0.00008740
1738592100.0,0.00008738,0.00008860,0.00008635,0.00008761
1738593000.0,0.00008762,0.00009334,0.00008689,0.00009188
1738593900.0,0.00009191,0.00009309,0.00009091,0.00009280
1738594800.0,0.00009279,0.00009348,0.00009110,0.00009118
1738595700.0,0.00009118,0.00009502,0.00009063,0.00009351
1738596600.0,0.00009350,0.00009579,0.00009263,0.00009537
1738597500.0,0.00009536,0.00009673,0.00009468,0.00009568
1738598400.0,0.00009567,0.00009713,0.00009496,0.00009619
1738599300.0,0.00009619,0.00009720,0.00009553,0.00009633
1738600200.0,0.00009633,0.00009863,0.00009594,0.00009863
1738601100.0,0.00009863,0.00009910,0.00009774,0.00009794
1738602000.0,0.00009795,0.00009833,0.00009670,0.00009687
1738602900.0,0.00009686,0.00009863,0.00009651,0.00009795
1738603800.0,0.00009796,0.00009850,0.00009737,0.00009811
1738604700.0,0.00009811,0.00009990,0.00009809,0.00009904
1738605600.0,0.00009903,0.00009903,0.00009747,0.00009769
1738606500.0,0.00009769,0.00009934,0.00009751,0.00009883
1738607400.0,0.00009884,0.00010014,0.00009844,0.00009912
1738608300.0,0.00009912,0.00009978,0.00009880,0.00009945
1738609200.0,0.00009945,0.00010069,0.00009941,0.00010051
1738610100.0,0.00010050,0.00010271,0.00010044,0.00010107
1738611000.0,0.00010108,0.00010230,0.00010094,0.00010216
1738611900.0,0.00010215,0.00010332,0.00010188,0.00010300
1738612800.0,0.00010299,0.00010300,0.00009978,0.00010046
1738613700.0,0.00010047,0.00010165,0.00010033,0.00010079
1738614600.0,0.00010079,0.00010153,0.00009991,0.00010001
1738615500.0,0.00010001,0.00010096,0.00009970,0.00010071
1738616400.0,0.00010072,0.00010159,0.00010066,0.00010120
1738617300.0,0.00010119,0.00010500,0.00010083,0.00010427
1738618200.0,0.00010426,0.00010792,0.00010356,0.00010574
1738619100.0,0.00010574,0.00010763,0.00010569,0.00010746
1738620000.0,0.00010748,0.00010877,0.00010664,0.00010699
1738620900.0,0.00010699,0.00010890,0.00010632,0.00010873
1738621800.0,0.00010872,0.00010878,0.00010714,0.00010826
1738622700.0,0.00010826,0.00010843,0.00010656,0.00010676
1738623600.0,0.00010677,0.00010719,0.00010643,0.00010660
1738624500.0,0.00010659,0.00010674,0.00010602,0.00010622
1738625400.0,0.00010622,0.00010638,0.00010541,0.00010583
1738626300.0,0.00010583,0.00010632,0.00010568,0.00010589
1738627200.0,0.00010589,0.00010646,0.00010559,0.00010605
1738628100.0,0.00010604,0.00010650,0.00010531,0.00010540
1738629000.0,0.00010539,0.00010602,0.00010484,0.00010557
1738629900.0,0.00010558,0.00010563,0.00010402,0.00010404
1738630800.0,0.00010404,0.00010528,0.00010403,0.00010491
